Gender,Number of Records,Occurences,State,Top Name,Year
Female,1,1741,MS,Mary,1947
Female,1,1713,MS,Mary,1948
Female,1,1765,MS,Mary,1949
Female,1,1642,MS,Mary,1950
Female,1,1580,MS,Mary,1951
Female,1,1536,MS,Mary,1952
Female,1,1498,MS,Mary,1953
Female,1,1378,MS,Mary,1954
Female,1,1313,MS,Mary,1955
Female,1,1224,MS,Mary,1956
Female,1,1165,MS,Mary,1957
Female,1,1002,MS,Mary,1958
Female,1,1010,MS,Mary,1959
Female,1,942,MS,Mary,1960
Female,1,832,MS,Mary,1961
Female,1,817,MS,Mary,1962
Female,1,764,MS,Mary,1963
Female,1,721,MS,Mary,1964
Female,1,646,MS,Lisa,1965
Female,1,619,MS,Lisa,1966
Female,1,512,MS,Mary,1967
Female,1,471,MS,Angela,1968
Female,1,461,MS,Angela,1969
Female,1,521,MS,Angela,1970
Female,1,523,MS,Angela,1971
Female,1,583,MS,Angela,1972
Female,1,591,MS,Jennifer,1973
Female,1,608,MS,Jennifer,1974
Female,1,592,MS,Jennifer,1975
Female,1,611,MS,Jennifer,1976
Female,1,560,MS,Jennifer,1977
Female,1,571,MS,Jennifer,1978
Female,1,505,MS,Amanda,1979
Female,1,561,MS,Jennifer,1980
Female,1,587,MS,Jennifer,1981
Female,1,546,MS,Jennifer,1982
Female,1,525,MS,Jennifer,1983
Female,1,504,MS,Ashley,1984
Female,1,599,MS,Ashley,1985
Female,1,587,MS,Ashley,1986
Female,1,614,MS,Jessica,1987
Female,1,550,MS,Jessica,1988
Female,1,562,MS,Brittany,1989
Female,1,519,MS,Brittany,1990
Female,1,480,MS,Ashley,1991
Female,1,417,MS,Ashley,1992
Female,1,403,MS,Ashley,1993
Female,1,311,MS,Ashley,1994
Female,1,278,MS,Ashley,1995
Female,1,234,MS,Ashley,1996
Female,1,203,MS,Hannah,1997
Female,1,235,MS,Alexis,1998
Female,1,246,MS,Madison,1999
Female,1,283,MS,Hannah,2000
Female,1,263,MS,Madison,2001
Female,1,264,MS,Madison,2002
Female,1,303,MS,Madison,2003
Female,1,262,MS,Madison,2004
Female,1,271,MS,Madison,2005
Female,1,284,MS,Madison,2006
Female,1,267,MS,Madison,2007
Female,1,253,MS,Madison,2008
Female,1,235,MS,Madison,2009
Female,1,203,MS,Madison,2010
Female,1,160,MS,Madison,2011
Female,1,159,MS,Emma,2012
Male,1,465,MS,James,1910
Male,1,401,MS,James,1911
Male,1,662,MS,James,1912
Male,1,716,MS,James,1913
Male,1,960,MS,James,1914
Male,1,1108,MS,James,1915
Male,1,1155,MS,James,1916
Male,1,1230,MS,James,1917
Male,1,1380,MS,James,1918
Male,1,1590,MS,James,1919
Male,1,1572,MS,James,1920
Male,1,1538,MS,James,1921
Male,1,1601,MS,James,1922
Male,1,1546,MS,James,1923
Male,1,1646,MS,James,1924
Male,1,1658,MS,James,1925
Male,1,1854,MS,James,1926
Male,1,1791,MS,James,1927
Male,1,1694,MS,James,1928
Male,1,1590,MS,James,1929
Male,1,1739,MS,James,1930
Male,1,1518,MS,James,1931
Male,1,1634,MS,James,1932
Male,1,1511,MS,James,1933
Male,1,1600,MS,James,1934
Male,1,1636,MS,James,1935
Male,1,1582,MS,James,1936
Male,1,1695,MS,James,1937
Male,1,1719,MS,James,1938
Male,1,1758,MS,James,1939
Male,1,1781,MS,James,1940
Male,1,1877,MS,James,1941
Male,1,1982,MS,James,1942
Male,1,2072,MS,James,1943
Male,1,1919,MS,James,1944
Male,1,1904,MS,James,1945
Male,1,2137,MS,James,1946
Male,1,2278,MS,James,1947
Male,1,2136,MS,James,1948
Male,1,1995,MS,James,1949
Male,1,1982,MS,James,1950
Male,1,1982,MS,James,1951
Male,1,1838,MS,James,1952
Male,1,1843,MS,James,1953
Male,1,1781,MS,James,1954
Male,1,1737,MS,James,1955
Male,1,1632,MS,James,1956
Male,1,1615,MS,James,1957
Male,1,1500,MS,James,1958
Male,1,1470,MS,James,1959
Male,1,1379,MS,James,1960
Male,1,1402,MS,James,1961
Male,1,1309,MS,James,1962
Male,1,1326,MS,James,1963
Male,1,1246,MS,James,1964
Male,1,1160,MS,James,1965
Male,1,1142,MS,James,1966
Male,1,992,MS,James,1967
Male,1,989,MS,James,1968
Male,1,1065,MS,James,1969
Male,1,969,MS,James,1970
Male,1,967,MS,James,1971
Male,1,905,MS,James,1972
Male,1,793,MS,James,1973
Male,1,791,MS,Michael,1974
Male,1,784,MS,Michael,1975
Male,1,745,MS,James,1976
Male,1,729,MS,James,1977
Male,1,721,MS,James,1978
Male,1,728,MS,James,1979
Male,1,722,MS,James,1980
Male,1,705,MS,James,1981
Male,1,776,MS,Christopher,1982
Male,1,805,MS,Christopher,1983
Male,1,745,MS,Christopher,1984
Male,1,679,MS,Christopher,1985
Male,1,676,MS,Christopher,1986
Male,1,634,MS,Christopher,1987
Male,1,572,MS,Christopher,1988
Male,1,590,MS,Christopher,1989
Male,1,590,MS,Christopher,1990
Male,1,502,MS,Christopher,1991
Male,1,517,MS,Christopher,1992
Male,1,439,MS,James,1993
Male,1,406,MS,James,1994
Male,1,395,MS,James,1995
Male,1,378,MS,William,1996
Male,1,378,MS,William,1997
Male,1,383,MS,James,1998
Male,1,336,MS,William,1999
Male,1,391,MS,William,2000
Male,1,339,MS,William,2001
Male,1,336,MS,William,2002
Male,1,334,MS,William,2003
Male,1,354,MS,William,2004
Male,1,336,MS,William,2005
Male,1,311,MS,William,2006
Male,1,302,MS,William,2007
Male,1,288,MS,William,2008
Male,1,252,MS,William,2009
Male,1,217,MS,William,2010
Male,1,289,MS,William,2011
Male,1,225,MS,William,2012
Female,1,81,MT,Mary,1910
Female,1,72,MT,Mary,1911
Female,1,108,MT,Mary,1912
Female,1,140,MT,Mary,1913
Female,1,187,MT,Mary,1914
Female,1,255,MT,Helen,1915
Female,1,257,MT,Mary,1916
Female,1,289,MT,Mary,1917
Female,1,342,MT,Mary,1918
Female,1,287,MT,Mary,1919
Female,1,311,MT,Mary,1920
Female,1,326,MT,Mary,1921
Female,1,281,MT,Mary,1922
Female,1,256,MT,Mary,1923
Female,1,261,MT,Mary,1924
Female,1,213,MT,Mary,1925
Female,1,217,MT,Mary,1926
Female,1,200,MT,Mary,1927
Female,1,203,MT,Betty,1928
Female,1,220,MT,Betty,1929
Female,1,207,MT,Mary,1930
Female,1,184,MT,Mary,1931
Female,1,192,MT,Mary,1932
Female,1,170,MT,Mary,1933
Female,1,232,MT,Mary,1934
Female,1,237,MT,Shirley,1935
Female,1,213,MT,Shirley,1936
Female,1,177,MT,Mary,1937
Female,1,177,MT,Mary,1938
Female,1,165,MT,Sharon,1939
Female,1,220,MT,Sharon,1940
Female,1,206,MT,Sharon,1941
Female,1,209,MT,Mary,1942
Female,1,204,MT,Mary,1943
Female,1,192,MT,Mary,1944
Female,1,169,MT,Linda,1945
Female,1,239,MT,Mary,1946
Female,1,441,MT,Linda,1947
Female,1,472,MT,Linda,1948
Female,1,415,MT,Linda,1949
Female,1,344,MT,Linda,1950
Female,1,302,MT,Linda,1951
Female,1,255,MT,Linda,1952
Female,1,237,MT,Mary,1953
Female,1,254,MT,Mary,1954
Female,1,252,MT,Mary,1955
Female,1,235,MT,Mary,1956
Female,1,239,MT,Mary,1957
Female,1,186,MT,Mary,1958
Female,1,211,MT,Mary,1959
Female,1,191,MT,Mary,1960
Female,1,170,MT,Mary,1961
Female,1,149,MT,Lisa,1962
Female,1,162,MT,Lisa,1963
Female,1,173,MT,Lisa,1964
Female,1,185,MT,Lisa,1965
Female,1,173,MT,Lisa,1966
Female,1,154,MT,Lisa,1967
Female,1,160,MT,Lisa,1968
Female,1,141,MT,Lisa,1969
Female,1,129,MT,Michelle,1970
Female,1,196,MT,Jennifer,1971
Female,1,206,MT,Jennifer,1972
Female,1,220,MT,Jennifer,1973
Female,1,236,MT,Jennifer,1974
Female,1,195,MT,Jennifer,1975
Female,1,241,MT,Jennifer,1976
Female,1,261,MT,Jennifer,1977
Female,1,215,MT,Jennifer,1978
Female,1,223,MT,Jennifer,1979
Female,1,208,MT,Jennifer,1980
Female,1,197,MT,Jennifer,1981
Female,1,183,MT,Jessica,1982
Female,1,168,MT,Jennifer,1983
Female,1,168,MT,Jessica,1984
Female,1,165,MT,Jessica,1985
Female,1,144,MT,Amanda,1986
Female,1,172,MT,Ashley,1987
Female,1,147,MT,Jessica,1988
Female,1,135,MT,Ashley,1989
Female,1,120,MT,Jessica,1990
Female,1,129,MT,Jessica,1991
Female,1,93,MT,Ashley,1992
Female,1,94,MT,Jessica,1993
Female,1,83,MT,Jessica,1994
Female,1,78,MT,Jessica,1995
Female,1,68,MT,Jessica,1996
Female,1,71,MT,Hannah,1997
Female,1,77,MT,Emily,1998
Female,1,73,MT,Madison,1999
Female,1,95,MT,Madison,2000
Female,1,103,MT,Madison,2001
Female,1,77,MT,Madison,2002
Female,1,83,MT,Emma,2003
Female,1,85,MT,Madison,2004
Female,1,69,MT,Emma,2005
Female,1,63,MT,Emma,2006
Female,1,67,MT,Madison,2007
Female,1,63,MT,Madison,2008
Female,1,70,MT,Emma,2009
Female,1,62,MT,Emma,2010
Female,1,69,MT,Emma,2011
Female,1,58,MT,Emma,2012
Male,1,45,MT,John,1910
Male,1,56,MT,John,1911
Male,1,124,MT,John,1912
Male,1,142,MT,John,1913
Male,1,177,MT,John,1914
Male,1,264,MT,John,1915
Male,1,254,MT,John,1916
Male,1,381,MT,John,1917
Male,1,393,MT,John,1918
Male,1,327,MT,John,1919
Male,1,322,MT,Robert,1920
Male,1,305,MT,Robert,1921
Male,1,346,MT,Robert,1922
Male,1,335,MT,Robert,1923
Male,1,273,MT,Robert,1924
Male,1,305,MT,Robert,1925
Male,1,307,MT,Robert,1926
Male,1,287,MT,Robert,1927
Male,1,279,MT,Robert,1928
Male,1,305,MT,Robert,1929
Male,1,298,MT,Robert,1930
Male,1,251,MT,Robert,1931
Male,1,231,MT,Robert,1932
Male,1,228,MT,Robert,1933
Male,1,230,MT,Robert,1934
Male,1,248,MT,Robert,1935
Male,1,284,MT,Robert,1936
Male,1,282,MT,Robert,1937
Male,1,296,MT,Robert,1938
Male,1,265,MT,Robert,1939
Male,1,279,MT,Robert,1940
Male,1,261,MT,Robert,1941
Male,1,309,MT,Robert,1942
Male,1,260,MT,Robert,1943
Male,1,275,MT,Robert,1944
Male,1,271,MT,James,1945
Male,1,320,MT,James,1946
Male,1,406,MT,John,1947
Male,1,378,MT,Robert,1948
Male,1,337,MT,Robert,1949
Male,1,362,MT,Robert,1950
Male,1,346,MT,James,1951
Male,1,316,MT,Robert,1952
Male,1,338,MT,James,1953
Male,1,340,MT,John,1954
Male,1,337,MT,James,1955
Male,1,336,MT,Robert,1956
Male,1,338,MT,David,1957
Male,1,318,MT,David,1958
Male,1,291,MT,David,1959
Male,1,266,MT,David,1960
Male,1,286,MT,David,1961
Male,1,295,MT,David,1962
Male,1,260,MT,John,1963
Male,1,272,MT,Michael,1964
Male,1,239,MT,Michael,1965
Male,1,241,MT,Michael,1966
Male,1,271,MT,Michael,1967
Male,1,257,MT,Michael,1968
Male,1,249,MT,Michael,1969
Male,1,229,MT,Michael,1970
Male,1,226,MT,Michael,1971
Male,1,216,MT,Jason,1972
Male,1,228,MT,Jason,1973
Male,1,267,MT,Jason,1974
Male,1,217,MT,Michael,1975
Male,1,227,MT,Michael,1976
Male,1,219,MT,Michael,1977
Male,1,199,MT,Michael,1978
Male,1,204,MT,Michael,1979
Male,1,220,MT,Joshua,1980
Male,1,212,MT,Michael,1981
Male,1,210,MT,Christopher,1982
Male,1,202,MT,Michael,1983
Male,1,219,MT,Michael,1984
Male,1,188,MT,Michael,1985
Male,1,178,MT,Michael,1986
Male,1,167,MT,Michael,1987
Male,1,139,MT,Michael,1988
Male,1,157,MT,Michael,1989
Male,1,162,MT,Michael,1990
Male,1,139,MT,Michael,1991
Male,1,120,MT,Michael,1992
Male,1,124,MT,Tyler,1993
Male,1,117,MT,Tyler,1994
Male,1,135,MT,Austin,1995
Male,1,112,MT,Jacob,1996
Male,1,121,MT,Jacob,1997
Male,1,103,MT,Jacob,1998
Male,1,87,MT,Tyler,1999
Male,1,99,MT,Jacob,2000
Male,1,71,MT,Jacob,2001
Male,1,79,MT,Ethan,2002
Male,1,81,MT,Jacob,2003
Male,1,71,MT,Jacob,2004
Male,1,85,MT,Jacob,2005
Male,1,68,MT,Jacob,2006
Male,1,68,MT,Ethan,2007
Male,1,66,MT,Ethan,2008
Male,1,60,MT,Ethan,2009
Male,1,60,MT,Wyatt,2010
Male,1,74,MT,Mason,2011
Male,1,67,MT,Liam,2012
Female,1,837,NC,Mary,1910
Female,1,838,NC,Mary,1911
Female,1,1086,NC,Mary,1912
Female,1,1180,NC,Mary,1913
Female,1,1581,NC,Mary,1914
Female,1,1946,NC,Mary,1915
Female,1,2056,NC,Mary,1916
Female,1,2129,NC,Mary,1917
Female,1,2344,NC,Mary,1918
Female,1,2576,NC,Mary,1919
Female,1,2675,NC,Mary,1920
Female,1,2811,NC,Mary,1921
Female,1,2850,NC,Mary,1922
Female,1,2894,NC,Mary,1923
Female,1,3123,NC,Mary,1924
Female,1,2915,NC,Mary,1925
Female,1,2912,NC,Mary,1926
Female,1,2969,NC,Mary,1927
Female,1,2893,NC,Mary,1928
Female,1,2666,NC,Mary,1929
Female,1,2485,NC,Mary,1930
Female,1,2440,NC,Mary,1931
Female,1,2673,NC,Mary,1932
Female,1,2386,NC,Mary,1933
Female,1,2441,NC,Mary,1934
Female,1,2409,NC,Mary,1935
Female,1,2254,NC,Mary,1936
Female,1,2308,NC,Mary,1937
Female,1,2345,NC,Mary,1938
Female,1,2288,NC,Mary,1939
Female,1,2282,NC,Mary,1940
Female,1,2249,NC,Mary,1941
Female,1,2413,NC,Mary,1942
Female,1,2447,NC,Mary,1943
Female,1,2312,NC,Mary,1944
Female,1,2224,NC,Mary,1945
Female,1,2412,NC,Mary,1946
Female,1,2947,NC,Linda,1947
Female,1,2883,NC,Linda,1948
Female,1,2724,NC,Linda,1949
Female,1,2344,NC,Linda,1950
Female,1,2159,NC,Linda,1951
Female,1,1996,NC,Linda,1952
Female,1,1776,NC,Mary,1953
Female,1,1737,NC,Deborah,1954
Female,1,1682,NC,Mary,1955
Female,1,1552,NC,Deborah,1956
Female,1,1504,NC,Mary,1957
Female,1,1353,NC,Mary,1958
Female,1,1256,NC,Mary,1959
Female,1,1225,NC,Donna,1960
Female,1,1176,NC,Mary,1961
Female,1,1216,NC,Lisa,1962
Female,1,1462,NC,Lisa,1963
Female,1,1472,NC,Lisa,1964
Female,1,1706,NC,Lisa,1965
Female,1,1561,NC,Lisa,1966
Female,1,1389,NC,Lisa,1967
Female,1,1356,NC,Lisa,1968
Female,1,1229,NC,Lisa,1969
Female,1,1339,NC,Angela,1970
Female,1,1361,NC,Angela,1971
Female,1,1232,NC,Jennifer,1972
Female,1,1295,NC,Jennifer,1973
Female,1,1388,NC,Jennifer,1974
Female,1,1335,NC,Jennifer,1975
Female,1,1418,NC,Jennifer,1976
Female,1,1298,NC,Jennifer,1977
Female,1,1323,NC,Jennifer,1978
Female,1,1306,NC,Jennifer,1979
Female,1,1357,NC,Jennifer,1980
Female,1,1337,NC,Jennifer,1981
Female,1,1448,NC,Jennifer,1982
Female,1,1334,NC,Jennifer,1983
Female,1,1263,NC,Ashley,1984
Female,1,1492,NC,Ashley,1985
Female,1,1522,NC,Ashley,1986
Female,1,1723,NC,Ashley,1987
Female,1,1630,NC,Ashley,1988
Female,1,1839,NC,Brittany,1989
Female,1,1696,NC,Brittany,1990
Female,1,1351,NC,Brittany,1991
Female,1,1170,NC,Ashley,1992
Female,1,1043,NC,Ashley,1993
Female,1,882,NC,Ashley,1994
Female,1,768,NC,Ashley,1995
Female,1,752,NC,Hannah,1996
Female,1,815,NC,Hannah,1997
Female,1,855,NC,Hannah,1998
Female,1,810,NC,Hannah,1999
Female,1,938,NC,Hannah,2000
Female,1,801,NC,Hannah,2001
Female,1,799,NC,Madison,2002
Female,1,696,NC,Madison,2003
Female,1,725,NC,Emma,2004
Female,1,697,NC,Emily,2005
Female,1,670,NC,Madison,2006
Female,1,680,NC,Madison,2007
Female,1,652,NC,Emma,2008
Female,1,585,NC,Emma,2009
Female,1,577,NC,Emma,2010
Female,1,610,NC,Emma,2011
Female,1,654,NC,Emma,2012
Male,1,612,NC,James,1910
Male,1,690,NC,James,1911
Male,1,1092,NC,James,1912
Male,1,1252,NC,James,1913
Male,1,1678,NC,James,1914
Male,1,2069,NC,James,1915
Male,1,2084,NC,James,1916
Male,1,2237,NC,James,1917
Male,1,2574,NC,James,1918
Male,1,2703,NC,James,1919
Male,1,2966,NC,James,1920
Male,1,2925,NC,James,1921
Male,1,3021,NC,James,1922
Male,1,3061,NC,James,1923
Male,1,3102,NC,James,1924
Male,1,2993,NC,James,1925
Male,1,2898,NC,James,1926
Male,1,2967,NC,James,1927
Male,1,2969,NC,James,1928
Male,1,2835,NC,James,1929
Male,1,2734,NC,James,1930
Male,1,2634,NC,James,1931
Male,1,2734,NC,James,1932
Male,1,2612,NC,James,1933
Male,1,2925,NC,James,1934
Male,1,2849,NC,James,1935
Male,1,2854,NC,James,1936
Male,1,2942,NC,James,1937
Male,1,2885,NC,James,1938
Male,1,3040,NC,James,1939
Male,1,3063,NC,James,1940
Male,1,3272,NC,James,1941
Male,1,3620,NC,James,1942
Male,1,3622,NC,James,1943
Male,1,3477,NC,James,1944
Male,1,3361,NC,James,1945
Male,1,3626,NC,James,1946
Male,1,3889,NC,James,1947
Male,1,3573,NC,James,1948
Male,1,3376,NC,James,1949
Male,1,3317,NC,James,1950
Male,1,3380,NC,James,1951
Male,1,3333,NC,James,1952
Male,1,3114,NC,James,1953
Male,1,3069,NC,James,1954
Male,1,3005,NC,James,1955
Male,1,2923,NC,James,1956
Male,1,2764,NC,James,1957
Male,1,2504,NC,James,1958
Male,1,2425,NC,James,1959
Male,1,2371,NC,James,1960
Male,1,2529,NC,James,1961
Male,1,2360,NC,James,1962
Male,1,2385,NC,James,1963
Male,1,2317,NC,James,1964
Male,1,2164,NC,James,1965
Male,1,2197,NC,James,1966
Male,1,2048,NC,James,1967
Male,1,1995,NC,James,1968
Male,1,2106,NC,James,1969
Male,1,2043,NC,Michael,1970
Male,1,1942,NC,Michael,1971
Male,1,1938,NC,Michael,1972
Male,1,1747,NC,Michael,1973
Male,1,1749,NC,Michael,1974
Male,1,1718,NC,Michael,1975
Male,1,1543,NC,Michael,1976
Male,1,1640,NC,Michael,1977
Male,1,1522,NC,Michael,1978
Male,1,1463,NC,Christopher,1979
Male,1,1381,NC,Christopher,1980
Male,1,1430,NC,Michael,1981
Male,1,1646,NC,Christopher,1982
Male,1,1612,NC,Christopher,1983
Male,1,1740,NC,Christopher,1984
Male,1,1705,NC,Christopher,1985
Male,1,1716,NC,Christopher,1986
Male,1,1645,NC,Christopher,1987
Male,1,1577,NC,Christopher,1988
Male,1,1821,NC,Christopher,1989
Male,1,1698,NC,Christopher,1990
Male,1,1560,NC,Christopher,1991
Male,1,1366,NC,Christopher,1992
Male,1,1243,NC,Christopher,1993
Male,1,1146,NC,Christopher,1994
Male,1,1097,NC,Christopher,1995
Male,1,1067,NC,Joshua,1996
Male,1,1016,NC,Christopher,1997
Male,1,1055,NC,William,1998
Male,1,1092,NC,Jacob,1999
Male,1,1043,NC,William,2000
Male,1,1016,NC,Jacob,2001
Male,1,1010,NC,William,2002
Male,1,1009,NC,Jacob,2003
Male,1,957,NC,William,2004
Male,1,924,NC,William,2005
Male,1,890,NC,William,2006
Male,1,894,NC,William,2007
Male,1,888,NC,William,2008
Male,1,792,NC,William,2009
Male,1,821,NC,William,2010
Male,1,763,NC,William,2011
Male,1,706,NC,William,2012
Female,1,85,ND,Mary,1910
Female,1,96,ND,Mary,1911
Female,1,100,ND,Mary,1912
Female,1,118,ND,Helen,1913
Female,1,145,ND,Margaret,1914
Female,1,219,ND,Helen,1915
Female,1,271,ND,Mary,1916
Female,1,241,ND,Helen,1917
Female,1,228,ND,Helen,1918
Female,1,226,ND,Helen,1919
Female,1,233,ND,Helen,1920
Female,1,241,ND,Mary,1921
Female,1,232,ND,Dorothy,1922
Female,1,220,ND,Mary,1923
Female,1,231,ND,Mary,1924
Female,1,218,ND,Dorothy,1925
Female,1,231,ND,Dorothy,1926
Female,1,238,ND,Mary,1927
Female,1,216,ND,Mary,1928
Female,1,213,ND,Mary,1929
Female,1,237,ND,Betty,1930
Female,1,218,ND,Betty,1931
Female,1,200,ND,Mary,1932
Female,1,194,ND,Mary,1933
Female,1,203,ND,Mary,1934
Female,1,239,ND,Shirley,1935
Female,1,278,ND,Shirley,1936
Female,1,189,ND,Shirley,1937
Female,1,204,ND,Mary,1938
Female,1,199,ND,Mary,1939
Female,1,230,ND,Mary,1940
Female,1,222,ND,Mary,1941
Female,1,228,ND,Mary,1942
Female,1,230,ND,Sharon,1943
Female,1,256,ND,Mary,1944
Female,1,227,ND,Mary,1945
Female,1,295,ND,Mary,1946
Female,1,496,ND,Linda,1947
Female,1,461,ND,Linda,1948
Female,1,401,ND,Linda,1949
Female,1,337,ND,Linda,1950
Female,1,311,ND,Linda,1951
Female,1,284,ND,Linda,1952
Female,1,284,ND,Mary,1953
Female,1,269,ND,Mary,1954
Female,1,246,ND,Mary,1955
Female,1,289,ND,Mary,1956
Female,1,247,ND,Mary,1957
Female,1,217,ND,Mary,1958
Female,1,231,ND,Mary,1959
Female,1,202,ND,Mary,1960
Female,1,182,ND,Mary,1961
Female,1,197,ND,Lori,1962
Female,1,169,ND,Lisa,1963
Female,1,154,ND,Lisa,1964
Female,1,197,ND,Lisa,1965
Female,1,199,ND,Lisa,1966
Female,1,164,ND,Lisa,1967
Female,1,165,ND,Lisa,1968
Female,1,155,ND,Michelle,1969
Female,1,157,ND,Michelle,1970
Female,1,155,ND,Jennifer,1971
Female,1,196,ND,Jennifer,1972
Female,1,213,ND,Jennifer,1973
Female,1,233,ND,Jennifer,1974
Female,1,205,ND,Jennifer,1975
Female,1,206,ND,Jennifer,1976
Female,1,260,ND,Jennifer,1977
Female,1,228,ND,Jennifer,1978
Female,1,230,ND,Jennifer,1979
Female,1,240,ND,Jennifer,1980
Female,1,258,ND,Jessica,1981
Female,1,251,ND,Jessica,1982
Female,1,193,ND,Jessica,1983
Female,1,188,ND,Ashley,1984
Female,1,218,ND,Ashley,1985
Female,1,172,ND,Ashley,1986
Female,1,180,ND,Ashley,1987
Female,1,157,ND,Amanda,1988
Female,1,129,ND,Ashley,1989
Female,1,136,ND,Ashley,1990
Female,1,121,ND,Ashley,1991
Female,1,110,ND,Ashley,1992
Female,1,99,ND,Samantha,1993
Female,1,94,ND,Taylor,1994
Female,1,80,ND,Ashley,1995
Female,1,86,ND,Emily,1996
Female,1,88,ND,Emily,1997
Female,1,92,ND,Emily,1998
Female,1,87,ND,Hannah,1999
Female,1,82,ND,Madison,2000
Female,1,91,ND,Madison,2001
Female,1,70,ND,Madison,2002
Female,1,93,ND,Emma,2003
Female,1,77,ND,Madison,2004
Female,1,75,ND,Emma,2005
Female,1,63,ND,Ava,2006
Female,1,64,ND,Emma,2007
Female,1,64,ND,Ava,2008
Female,1,63,ND,Olivia,2009
Female,1,53,ND,Sophia,2010
Female,1,66,ND,Emma,2011
Female,1,64,ND,Emma,2012
Male,1,56,ND,John,1910
Male,1,45,ND,John,1911
Male,1,122,ND,John,1912
Male,1,154,ND,John,1913
Male,1,207,ND,John,1914
Male,1,284,ND,John,1915
Male,1,339,ND,John,1916
Male,1,269,ND,John,1917
Male,1,314,ND,John,1918
Male,1,304,ND,John,1919
Male,1,299,ND,John,1920
Male,1,296,ND,John,1921
Male,1,289,ND,Robert,1922
Male,1,243,ND,John,1923
Male,1,327,ND,Robert,1924
Male,1,336,ND,Robert,1925
Male,1,335,ND,Robert,1926
Male,1,321,ND,Robert,1927
Male,1,302,ND,Robert,1928
Male,1,331,ND,Robert,1929
Male,1,323,ND,Robert,1930
Male,1,320,ND,Robert,1931
Male,1,328,ND,Robert,1932
Male,1,303,ND,Robert,1933
Male,1,279,ND,Robert,1934
Male,1,290,ND,Robert,1935
Male,1,302,ND,Robert,1936
Male,1,311,ND,Robert,1937
Male,1,280,ND,Robert,1938
Male,1,250,ND,James,1939
Male,1,242,ND,Robert,1940
Male,1,266,ND,Robert,1941
Male,1,278,ND,James,1942
Male,1,294,ND,James,1943
Male,1,315,ND,James,1944
Male,1,328,ND,James,1945
Male,1,305,ND,James,1946
Male,1,331,ND,James,1947
Male,1,329,ND,James,1948
Male,1,291,ND,David,1949
Male,1,296,ND,David,1950
Male,1,318,ND,David,1951
Male,1,341,ND,David,1952
Male,1,331,ND,David,1953
Male,1,332,ND,David,1954
Male,1,323,ND,David,1955
Male,1,327,ND,David,1956
Male,1,309,ND,David,1957
Male,1,319,ND,David,1958
Male,1,310,ND,David,1959
Male,1,308,ND,David,1960
Male,1,304,ND,David,1961
Male,1,258,ND,David,1962
Male,1,250,ND,David,1963
Male,1,256,ND,David,1964
Male,1,224,ND,Michael,1965
Male,1,246,ND,Michael,1966
Male,1,227,ND,Michael,1967
Male,1,214,ND,Michael,1968
Male,1,294,ND,Michael,1969
Male,1,260,ND,Michael,1970
Male,1,233,ND,Jason,1971
Male,1,221,ND,Jason,1972
Male,1,217,ND,Michael,1973
Male,1,257,ND,Jason,1974
Male,1,254,ND,Jason,1975
Male,1,258,ND,Jason,1976
Male,1,237,ND,Jason,1977
Male,1,211,ND,Michael,1978
Male,1,228,ND,Jason,1979
Male,1,241,ND,Joshua,1980
Male,1,214,ND,Michael,1981
Male,1,244,ND,Joshua,1982
Male,1,220,ND,Michael,1983
Male,1,219,ND,Michael,1984
Male,1,205,ND,Joshua,1985
Male,1,192,ND,Michael,1986
Male,1,168,ND,Matthew,1987
Male,1,159,ND,Michael,1988
Male,1,164,ND,Matthew,1989
Male,1,132,ND,Matthew,1990
Male,1,143,ND,Tyler,1991
Male,1,127,ND,Michael,1992
Male,1,120,ND,Tyler,1993
Male,1,152,ND,Austin,1994
Male,1,118,ND,Tyler,1995
Male,1,120,ND,Jacob,1996
Male,1,123,ND,Austin,1997
Male,1,116,ND,Jacob,1998
Male,1,105,ND,Jacob,1999
Male,1,114,ND,Jacob,2000
Male,1,89,ND,Jacob,2001
Male,1,93,ND,Jacob,2002
Male,1,83,ND,Ethan,2003
Male,1,84,ND,Ethan,2004
Male,1,80,ND,Ethan,2005
Male,1,73,ND,Logan,2006
Male,1,66,ND,Logan,2007
Male,1,62,ND,Carter,2008
Male,1,60,ND,Ethan,2009
Male,1,64,ND,Mason,2010
Male,1,71,ND,Mason,2011
Male,1,60,ND,Liam,2012
Female,1,161,NE,Mary,1910
Female,1,185,NE,Helen,1911
Female,1,257,NE,Helen,1912
Female,1,255,NE,Mary,1913
Female,1,324,NE,Helen,1914
Female,1,431,NE,Helen,1915
Female,1,441,NE,Helen,1916
Female,1,480,NE,Helen,1917
Female,1,486,NE,Mary,1918
Female,1,435,NE,Mary,1919
Female,1,587,NE,Dorothy,1920
Female,1,575,NE,Mary,1921
Female,1,558,NE,Dorothy,1922
Female,1,588,NE,Betty,1923
Female,1,671,NE,Betty,1924
Female,1,597,NE,Betty,1925
Female,1,561,NE,Betty,1926
Female,1,601,NE,Betty,1927
Female,1,573,NE,Betty,1928
Female,1,545,NE,Mary,1929
Female,1,541,NE,Betty,1930
Female,1,546,NE,Mary,1931
Female,1,514,NE,Mary,1932
Female,1,476,NE,Mary,1933
Female,1,561,NE,Mary,1934
Female,1,613,NE,Shirley,1935
Female,1,503,NE,Mary,1936
Female,1,466,NE,Mary,1937
Female,1,510,NE,Mary,1938
Female,1,458,NE,Mary,1939
